image_src,title,description,province,id,address,position,mapView,scoring
https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-03-01-08-03-17am-thumb245x150.png,Bamboo Train,Enjoy a unique experience on the “Bamboo Train” in the middle of the lush countryside.The Bamboo Train,Battambang,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/329-thumb245x150-adoa7fzo.jpg,Ba Set Temple,"Ba Set Temple was built during the reign of King, Soriyak Varman I (1002–1050) and located on a hill at Ba",Battambang,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/328-thumb245x150-seksork.jpg,Sek Sak Resort,"Sek Sak is a natural resort, which has been popular since before the civil war. Sek Sak stretches along the",Battambang,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/327-thumb245x150-shutterstock-540123775.png,"ភ្នំពេញ, កម្ពុជា","Watt Ek Phnom, a modern pagoda, sits next to some 11th century Angkorian ruins built as Hindu temples",Battambang,here:cm:namedplace:28376519,"{'label': 'ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ'}","{'lat': 11.56261, 'lng': 104.87914}","{'west': 104.71271, 'south': 11.42143, 'east': 105.04495, 'north': 11.73651}","{'queryScore': 0.45, 'fieldScore': {'city': 0.63}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2020-04-10-07-33-29am-thumb245x150.jpg,"ភ្នំសំពៅ, បាណន់, កម្ពុជា","Phnom Sampov is a natural resort located along the national road 57 (former national road 10), in Phnom Sampov...",Battambang,here:cm:namedplace:28376813,"{'label': 'ភ្នំសំពៅ, បាណន់, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'បាត់ដំបង', 'city': 'បាណន់', 'district': 'ភ្នំសំពៅ', 'postalCode': '020106'}","{'lat': 13.02355, 'lng': 103.08668}","{'west': 103.00184, 'south': 12.98012, 'east': 103.14516, 'north': 13.0519}","{'queryScore': 0.54, 'fieldScore': {'county': 1.0, 'district': 0.91}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/325-thumb245x150-shutterstock-1053449540.png,"តោល, ថាឡាបរិវ៉ាត់, កម្ពុជា","From Siem Reap you can make a daytrip to Prek Toal to see the impressive water bird spectacle, the pristine",Battambang,here:cm:poi:1216358537,"{'label': 'តោល, ថាឡាបរិវ៉ាត់, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ថាឡាបរិវ៉ាត់', 'district': 'តោល', 'postalCode': '190401'}","{'lat': 13.57046, 'lng': 105.64371}","{'west': 105.63718, 'south': 13.5624, 'east': 105.64998, 'north': 13.57873}","{'queryScore': 0.5, 'fieldScore': {'district': 1.0}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-03-01-08-43-29am-thumb245x150.jpg,"កំពីងពួយ, ភ្នំស្រុក, កម្ពុជា","The Kamping Poy lake was created by the Khmer Rouge using slave labour to build. Over 10,000 Cambodians",Battambang,here:cm:poi:1216359186,"{'label': 'កំពីងពួយ, ភ្នំស្រុក, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'បន្ទាយមានជ័យ', 'city': 'ភ្នំស្រុក', 'district': 'កំពីងពួយ', 'postalCode': '010201'}","{'lat': 13.82417, 'lng': 103.39765}","{'west': 103.39744, 'south': 13.82335, 'east': 103.39787, 'north': 13.825}","{'queryScore': 0.71, 'fieldScore': {'district': 0.91}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-03-01-08-08-49am-thumb245x150.png,"សង្កែ, ឆែប, កម្ពុជា","Battambang city is built along the Sangker river. Because Sangker river and Tonle Sap Lake is connected,",Battambang,here:cm:poi:1216358375,"{'label': 'សង្កែ, ឆែប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ព្រះវិហារ', 'city': 'ឆែប', 'district': 'សង្កែ', 'postalCode': '130203'}","{'lat': 13.77796, 'lng': 105.38243}","{'west': 105.3823, 'south': 13.77785, 'east': 105.38258, 'north': 13.77805}","{'queryScore': 0.5, 'fieldScore': {'district': 0.95}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-03-01-08-03-17am-thumb245x150.png,Bamboo Train,Enjoy a unique experience on the “Bamboo Train” in the middle of the lush countryside.The Bamboo Train,Battambang,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/329-thumb245x150-adoa7fzo.jpg,Ba Set Temple,"Ba Set Temple was built during the reign of King, Soriyak Varman I (1002–1050) and located on a hill at Ba",Battambang,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/328-thumb245x150-seksork.jpg,Sek Sak Resort,"Sek Sak is a natural resort, which has been popular since before the civil war. Sek Sak stretches along the",Battambang,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/327-thumb245x150-shutterstock-540123775.png,"ភ្នំពេញ, កម្ពុជា","Watt Ek Phnom, a modern pagoda, sits next to some 11th century Angkorian ruins built as Hindu temples",Battambang,here:cm:namedplace:28376519,"{'label': 'ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ'}","{'lat': 11.56261, 'lng': 104.87914}","{'west': 104.71271, 'south': 11.42143, 'east': 105.04495, 'north': 11.73651}","{'queryScore': 0.45, 'fieldScore': {'city': 0.63}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2020-04-10-07-33-29am-thumb245x150.jpg,"ភ្នំសំពៅ, បាណន់, កម្ពុជា","Phnom Sampov is a natural resort located along the national road 57 (former national road 10), in Phnom Sampov...",Battambang,here:cm:namedplace:28376813,"{'label': 'ភ្នំសំពៅ, បាណន់, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'បាត់ដំបង', 'city': 'បាណន់', 'district': 'ភ្នំសំពៅ', 'postalCode': '020106'}","{'lat': 13.02355, 'lng': 103.08668}","{'west': 103.00184, 'south': 12.98012, 'east': 103.14516, 'north': 13.0519}","{'queryScore': 0.54, 'fieldScore': {'county': 1.0, 'district': 0.91}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/325-thumb245x150-shutterstock-1053449540.png,"តោល, ថាឡាបរិវ៉ាត់, កម្ពុជា","From Siem Reap you can make a daytrip to Prek Toal to see the impressive water bird spectacle, the pristine",Battambang,here:cm:poi:1216358537,"{'label': 'តោល, ថាឡាបរិវ៉ាត់, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ថាឡាបរិវ៉ាត់', 'district': 'តោល', 'postalCode': '190401'}","{'lat': 13.57046, 'lng': 105.64371}","{'west': 105.63718, 'south': 13.5624, 'east': 105.64998, 'north': 13.57873}","{'queryScore': 0.5, 'fieldScore': {'district': 1.0}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/336-thumb245x150-shutterstock-1013759077.png,"គរ, ព្រៃឈរ, កម្ពុជា",Prey Nor Kor Knong-Krao Temple is a favorite haunt among tourists in Kampong Cham. The temple is located,Kampong Cham,here:cm:namedplace:28376056,"{'label': 'គរ, ព្រៃឈរ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពង់ចាម', 'city': 'ព្រៃឈរ', 'district': 'គរ', 'postalCode': '030805'}","{'lat': 12.11352, 'lng': 105.21707}","{'west': 105.1964, 'south': 12.09282, 'east': 105.2361, 'north': 12.13147}","{'queryScore': 0.36, 'fieldScore': {'city': 0.67, 'district': 1.0}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/335-thumb245x150-vht_559412714e65f9.35282537.jpg,King’s Residence,The King’s Residence in Kampong Cham is known as the dwelling abode of the monarchs who ruled Cambodia,Kampong Cham,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/334-thumb245x150-shutterstock-233000392(1).png,"ព្រះធាតុ, អូររាំងឱ, កម្ពុជា",The Wat Phreah Theat Thmor Da Temple is an ancient site in Kampong Cham. Global travelers love to visit the,Kampong Cham,here:cm:namedplace:28377469,"{'label': 'ព្រះធាតុ, អូររាំងឱ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ត្បូងឃ្មុំ', 'city': 'អូររាំងឱ', 'district': 'ព្រះធាតុ', 'postalCode': '250406'}","{'lat': 11.87883, 'lng': 105.50744}","{'west': 105.4535, 'south': 11.82837, 'east': 105.57577, 'north': 11.91319}","{'queryScore': 0.56, 'fieldScore': {'district': 1.0}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/332-thumb245x150-6755160327_2f5c599b23_o.jpg,"មូលដ្ឋានភ្នំហានជ័យ, ចម្ការលើ, កម្ពុជា","Phnom Han Chey, also known as ""Chey Kiri Mountain,"" is located in the eastern part of Kampong Cham",Kampong Cham,here:cm:poi:1216357654,"{'label': 'មូលដ្ឋានភ្នំហានជ័យ, ចម្ការលើ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពង់ចាម', 'city': 'ចម្ការលើ', 'district': 'មូលដ្ឋានភ្នំហានជ័យ', 'postalCode': '030207'}","{'lat': 12.26184, 'lng': 105.35932}","{'west': 105.35353, 'south': 12.26101, 'east': 105.3651, 'north': 12.26292}","{'queryScore': 0.92, 'fieldScore': {'district': 0.58}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/331-thumb245x150-shutterstock-1070431220.png,"បន្ទាយស្រី, កម្ពុជា","Banteay Prey Nokor, commonly called the “Historical Site of Luong Preah Sdech Korn,” is located in northern",Kampong Cham,here:cm:namedplace:28377113,"{'label': 'បន្ទាយស្រី, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'បន្ទាយស្រី', 'postalCode': '170906'}","{'lat': 13.57955, 'lng': 104.0095}","{'west': 103.91248, 'south': 13.4231, 'east': 104.1189, 'north': 13.76971}","{'queryScore': 0.56, 'fieldScore': {'city': 0.82}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/336-thumb245x150-shutterstock-1013759077.png,"គរ, ព្រៃឈរ, កម្ពុជា",Prey Nor Kor Knong-Krao Temple is a favorite haunt among tourists in Kampong Cham. The temple is located,Kampong Cham,here:cm:namedplace:28376056,"{'label': 'គរ, ព្រៃឈរ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពង់ចាម', 'city': 'ព្រៃឈរ', 'district': 'គរ', 'postalCode': '030805'}","{'lat': 12.11352, 'lng': 105.21707}","{'west': 105.1964, 'south': 12.09282, 'east': 105.2361, 'north': 12.13147}","{'queryScore': 0.36, 'fieldScore': {'city': 0.67, 'district': 1.0}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/335-thumb245x150-vht_559412714e65f9.35282537.jpg,King’s Residence,The King’s Residence in Kampong Cham is known as the dwelling abode of the monarchs who ruled Cambodia,Kampong Cham,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/334-thumb245x150-shutterstock-233000392(1).png,"ព្រះធាតុ, អូររាំងឱ, កម្ពុជា",The Wat Phreah Theat Thmor Da Temple is an ancient site in Kampong Cham. Global travelers love to visit the,Kampong Cham,here:cm:namedplace:28377469,"{'label': 'ព្រះធាតុ, អូររាំងឱ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ត្បូងឃ្មុំ', 'city': 'អូររាំងឱ', 'district': 'ព្រះធាតុ', 'postalCode': '250406'}","{'lat': 11.87883, 'lng': 105.50744}","{'west': 105.4535, 'south': 11.82837, 'east': 105.57577, 'north': 11.91319}","{'queryScore': 0.56, 'fieldScore': {'district': 1.0}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/332-thumb245x150-6755160327_2f5c599b23_o.jpg,"មូលដ្ឋានភ្នំហានជ័យ, ចម្ការលើ, កម្ពុជា","Phnom Han Chey, also known as ""Chey Kiri Mountain,"" is located in the eastern part of Kampong Cham",Kampong Cham,here:cm:poi:1216357654,"{'label': 'មូលដ្ឋានភ្នំហានជ័យ, ចម្ការលើ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពង់ចាម', 'city': 'ចម្ការលើ', 'district': 'មូលដ្ឋានភ្នំហានជ័យ', 'postalCode': '030207'}","{'lat': 12.26184, 'lng': 105.35932}","{'west': 105.35353, 'south': 12.26101, 'east': 105.3651, 'north': 12.26292}","{'queryScore': 0.92, 'fieldScore': {'district': 0.58}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/331-thumb245x150-shutterstock-1070431220.png,"បន្ទាយស្រី, កម្ពុជា","Banteay Prey Nokor, commonly called the “Historical Site of Luong Preah Sdech Korn,” is located in northern",Kampong Cham,here:cm:namedplace:28377113,"{'label': 'បន្ទាយស្រី, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'បន្ទាយស្រី', 'postalCode': '170906'}","{'lat': 13.57955, 'lng': 104.0095}","{'west': 103.91248, 'south': 13.4231, 'east': 104.1189, 'north': 13.76971}","{'queryScore': 0.56, 'fieldScore': {'city': 0.82}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/336-thumb245x150-shutterstock-1013759077.png,"គរ, ព្រៃឈរ, កម្ពុជា",Prey Nor Kor Knong-Krao Temple is a favorite haunt among tourists in Kampong Cham. The temple is located,Kampong Cham,here:cm:namedplace:28376056,"{'label': 'គរ, ព្រៃឈរ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពង់ចាម', 'city': 'ព្រៃឈរ', 'district': 'គរ', 'postalCode': '030805'}","{'lat': 12.11352, 'lng': 105.21707}","{'west': 105.1964, 'south': 12.09282, 'east': 105.2361, 'north': 12.13147}","{'queryScore': 0.36, 'fieldScore': {'city': 0.67, 'district': 1.0}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/335-thumb245x150-vht_559412714e65f9.35282537.jpg,King’s Residence,The King’s Residence in Kampong Cham is known as the dwelling abode of the monarchs who ruled Cambodia,Kampong Cham,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/334-thumb245x150-shutterstock-233000392(1).png,"ព្រះធាតុ, អូររាំងឱ, កម្ពុជា",The Wat Phreah Theat Thmor Da Temple is an ancient site in Kampong Cham. Global travelers love to visit the,Kampong Cham,here:cm:namedplace:28377469,"{'label': 'ព្រះធាតុ, អូររាំងឱ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ត្បូងឃ្មុំ', 'city': 'អូររាំងឱ', 'district': 'ព្រះធាតុ', 'postalCode': '250406'}","{'lat': 11.87883, 'lng': 105.50744}","{'west': 105.4535, 'south': 11.82837, 'east': 105.57577, 'north': 11.91319}","{'queryScore': 0.56, 'fieldScore': {'district': 1.0}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/332-thumb245x150-6755160327_2f5c599b23_o.jpg,"មូលដ្ឋានភ្នំហានជ័យ, ចម្ការលើ, កម្ពុជា","Phnom Han Chey, also known as ""Chey Kiri Mountain,"" is located in the eastern part of Kampong Cham",Kampong Cham,here:cm:poi:1216357654,"{'label': 'មូលដ្ឋានភ្នំហានជ័យ, ចម្ការលើ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពង់ចាម', 'city': 'ចម្ការលើ', 'district': 'មូលដ្ឋានភ្នំហានជ័យ', 'postalCode': '030207'}","{'lat': 12.26184, 'lng': 105.35932}","{'west': 105.35353, 'south': 12.26101, 'east': 105.3651, 'north': 12.26292}","{'queryScore': 0.92, 'fieldScore': {'district': 0.58}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/331-thumb245x150-shutterstock-1070431220.png,"បន្ទាយស្រី, កម្ពុជា","Banteay Prey Nokor, commonly called the “Historical Site of Luong Preah Sdech Korn,” is located in northern",Kampong Cham,here:cm:namedplace:28377113,"{'label': 'បន្ទាយស្រី, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'បន្ទាយស្រី', 'postalCode': '170906'}","{'lat': 13.57955, 'lng': 104.0095}","{'west': 103.91248, 'south': 13.4231, 'east': 104.1189, 'north': 13.76971}","{'queryScore': 0.56, 'fieldScore': {'city': 0.82}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/341-thumb245x150-cambodia-tour-packages-kampong-chhang.jpg,"ភ្នំប្រាសាទ, កំពង់ត្រាច, កម្ពុជា",Plan a tour to Kampong Chhnang with your best pals and relatives for a relaxing holiday. A visit to,Kampong Chhnang,here:cm:namedplace:28376604,"{'label': 'ភ្នំប្រាសាទ, កំពង់ត្រាច, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពង់ត្រាច', 'district': 'ភ្នំប្រាសាទ', 'postalCode': '070608'}","{'lat': 10.55661, 'lng': 104.52949}","{'west': 104.50535, 'south': 10.52989, 'east': 104.56637, 'north': 10.57545}","{'queryScore': 0.57, 'fieldScore': {'district': 0.73}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/340-thumb245x150-Kampong-Chhnang-Cambodia.jpg,"ក្រាំងម្កាក់, អង្គស្នួល, កម្ពុជា","Kampong Chhnang, the capital of Kampong Chhnang Province is a celebrated river port town of Cambodia. Kampong...",Kampong Chhnang,here:cm:namedplace:28376832,"{'label': 'ក្រាំងម្កាក់, អង្គស្នួល, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កណ្ដាល', 'city': 'អង្គស្នួល', 'district': 'ក្រាំងម្កាក់', 'postalCode': '080104'}","{'lat': 11.47455, 'lng': 104.73551}","{'west': 104.71716, 'south': 11.45067, 'east': 104.75814, 'north': 11.50209}","{'queryScore': 0.69, 'fieldScore': {'city': 0.45, 'district': 0.73}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/339-thumb245x150-shutterstock-418420135.png,View of Tonle Sap Lake,Lake in the province of Kampong Chhnang serves as the main base for catching fish. View of Tonle Sap,Kampong Chhnang,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/338-thumb245x150-attraction-Phnom Neang Kang Rey 1.jpg,"ភ្នំពេញ, កម្ពុជា","Among the major Tourist Attractions in Kampong Chhnang, the Phnom Neang Kang Rey, Kampong Chhnang",Kampong Chhnang,here:cm:namedplace:28376519,"{'label': 'ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ'}","{'lat': 11.56261, 'lng': 104.87914}","{'west': 104.71271, 'south': 11.42143, 'east': 105.04495, 'north': 11.73651}","{'queryScore': 0.41, 'fieldScore': {'city': 0.82}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/341-thumb245x150-cambodia-tour-packages-kampong-chhang.jpg,"ភ្នំប្រាសាទ, កំពង់ត្រាច, កម្ពុជា",Plan a tour to Kampong Chhnang with your best pals and relatives for a relaxing holiday. A visit to,Kampong Chhnang,here:cm:namedplace:28376604,"{'label': 'ភ្នំប្រាសាទ, កំពង់ត្រាច, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពង់ត្រាច', 'district': 'ភ្នំប្រាសាទ', 'postalCode': '070608'}","{'lat': 10.55661, 'lng': 104.52949}","{'west': 104.50535, 'south': 10.52989, 'east': 104.56637, 'north': 10.57545}","{'queryScore': 0.57, 'fieldScore': {'district': 0.73}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/340-thumb245x150-Kampong-Chhnang-Cambodia.jpg,"ក្រាំងម្កាក់, អង្គស្នួល, កម្ពុជា","Kampong Chhnang, the capital of Kampong Chhnang Province is a celebrated river port town of Cambodia. Kampong...",Kampong Chhnang,here:cm:namedplace:28376832,"{'label': 'ក្រាំងម្កាក់, អង្គស្នួល, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កណ្ដាល', 'city': 'អង្គស្នួល', 'district': 'ក្រាំងម្កាក់', 'postalCode': '080104'}","{'lat': 11.47455, 'lng': 104.73551}","{'west': 104.71716, 'south': 11.45067, 'east': 104.75814, 'north': 11.50209}","{'queryScore': 0.69, 'fieldScore': {'city': 0.45, 'district': 0.73}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/339-thumb245x150-shutterstock-418420135.png,View of Tonle Sap Lake,Lake in the province of Kampong Chhnang serves as the main base for catching fish. View of Tonle Sap,Kampong Chhnang,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/338-thumb245x150-attraction-Phnom Neang Kang Rey 1.jpg,"ភ្នំពេញ, កម្ពុជា","Among the major Tourist Attractions in Kampong Chhnang, the Phnom Neang Kang Rey, Kampong Chhnang",Kampong Chhnang,here:cm:namedplace:28376519,"{'label': 'ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ'}","{'lat': 11.56261, 'lng': 104.87914}","{'west': 104.71271, 'south': 11.42143, 'east': 105.04495, 'north': 11.73651}","{'queryScore': 0.41, 'fieldScore': {'city': 0.82}}"
