id,province_id,image_src,title,scraping_description,province_name,province
20,45,https://tourismcambodia.org/storage/uploads/contents/thumb/213-thumb245x150-896-9.jpg,Tat Tay Waterfall,The Tat Tay is a water-rapids that is best enjoyed from February to April. It is located along the Sre Pork Ri...,រតនគីរី,Ratanakiri
21,45,https://tourismcambodia.org/storage/uploads/contents/thumb/188-thumb245x150-shutterstock-1048274662.png,Se San River,"Located about 40km from northern part of the capital town of Banlung, the Se San is an all seasons river and o...",រតនគីរី,Ratanakiri
22,45,https://tourismcambodia.org/storage/uploads/contents/thumb/187-thumb245x150-shutterstock-1193171353.png,Ou’Sinlair Waterfall or 7-level waterfall,"Ou’Sinlair Waterfall is located in Lum Phat district, about 30km south-west of Banlung. There was no good road...",រតនគីរី,Ratanakiri
23,45,https://tourismcambodia.org/storage/uploads/contents/thumb/186-thumb245x150-886-9.jpg,Lumphat's Wildlife Harmony,"Lumphat Wildlife Sanctuary covers an area of 2,225 sq. km and charms visitors with its picturesque forests and...",រតនគីរី,Ratanakiri
24,45,https://tourismcambodia.org/storage/uploads/contents/thumb/184-thumb245x150-shutterstock-1064588393.png,Katieng Waterfall,From the top the view of the waterfall is pretty stunning. You can look out across to large trees on the oppos...,រតនគីរី,Ratanakiri
25,45,https://tourismcambodia.org/storage/uploads/contents/thumb/183-thumb245x150-shutterstock-1302654877.png,Kachanh Waterfall,"As the name suggests, this interesting site is located in the Kachanh Commune in the district of Banlung.",រតនគីរី,Ratanakiri
26,45,https://tourismcambodia.org/storage/uploads/contents/thumb/182-thumb245x150-20.1.2-eisey-patamak-mountain-orphnom-svay.jpg,Eisey Patamak Mountain,"Eisey Patamak Mountain or Phnom Eysei Patamak, is also known as Phnom Svay. Located about 2.5 km west of the B...",រតនគីរី,Ratanakiri
27,45,https://tourismcambodia.org/storage/uploads/contents/thumb/180-thumb245x150-ratanakiri-013.jpg,Cha Ung Waterfall,"The Cha Ung Waterfall is located in the Kreung hill tribe village of Cha Ung, in the district of Ou Chum.",រតនគីរី,Ratanakiri
28,45,https://tourismcambodia.org/storage/uploads/contents/thumb/178-thumb245x150-shutterstock-1237005625.png,Ethnic Minority Museum,"Near the shore of the Yeak Laom lake, is a museum built in traditional wooden style, to preserve and display a...",រតនគីរី,Ratanakiri
29,45,https://tourismcambodia.org/storage/uploads/contents/thumb/177-thumb245x150-an-aerial-view-shows-boeung-yeak-laom-lake-in-ratanakkiri-province.-wiki-commons.jpg,Yeak Laom Lake,Yeak Laom Lake is located about 5 kilometers southeast of central Banlung. This beautiful lake is a crater,រតនគីរី,Ratanakiri
30,46,,Rum Near II Waterfall,"The Romanea Pee (II) Waterfall is located in Pourang Village, Sèn Monorom Commune, Oreang District; 12",មណ្ឌលគីរី,Mondulkiri
31,46,https://tourismcambodia.org/storage/uploads/contents/thumb/242-thumb245x150-P1100113.jpg,Phnom Kraol Cultural Resort,"- Location : Orayes Village, Sre Sangkom Commune, Koh Nheak District, Mondulkiri Province, 3 km from",មណ្ឌលគីរី,Mondulkiri
32,46,https://tourismcambodia.org/storage/uploads/contents/thumb/241-thumb245x150-shutterstock-783250963.png,Pou Tang Village,"Location : Poules and Pouchhob villages, Dakdam Commune, Ou Reang District, Mondulkiri Province, 20 km",មណ្ឌលគីរី,Mondulkiri
33,46,https://tourismcambodia.org/storage/uploads/contents/thumb/240-thumb245x150-vj6w31z2.jpg,Tree Ocean (Samuth Chher),"Tree Ocean (Samuth Cher) is located in the northwest of Sen Monorom district, Mondoulkiri Province near",មណ្ឌលគីរី,Mondulkiri
34,46,https://tourismcambodia.org/storage/uploads/contents/thumb/239-thumb245x150-s90qyit6.jpg,Romanea I Waterfall,"The Romanea Muoy Waterfall is sited in Poutrou Village, Sèn Monorom Commune, Oreang District; 17 km",មណ្ឌលគីរី,Mondulkiri
35,46,https://tourismcambodia.org/storage/uploads/contents/thumb/238-thumb245x150-x0otiuo5.jpg,Lumphat Wildlife Sanctuary,"Lumphat Wildlife Sanctuary is the part of Mondulkiri wildlife sanctuary, is one of Cambodia’s natural",មណ្ឌលគីរី,Mondulkiri
36,46,https://tourismcambodia.org/storage/uploads/contents/thumb/237-thumb245x150-Bosra watefall.jpg,Chrey Yos Waterfall,"The Chrey Yos Waterfall is located in Laoka Village, Sokhdom Commune and Pouloung Village, Romanea",មណ្ឌលគីរី,Mondulkiri
37,46,https://tourismcambodia.org/storage/uploads/contents/thumb/236-thumb245x150-P1100024.jpg,Or Chhvéng Waterfall,"The Or Chhvéng Waterfall is located in Poutrom Village, Romanea Commune, Sèn Monorom District; 12 km",មណ្ឌលគីរី,Mondulkiri
38,46,https://tourismcambodia.org/storage/uploads/contents/thumb/235-thumb245x150-28221315151_802d99437a_b.jpg,Mondulkiri Protected Forest,"Started in 2005, The Eastern Plains Landscape (EPL) project, located in northeastern Cambodia, covers 2",មណ្ឌលគីរី,Mondulkiri
39,46,https://tourismcambodia.org/storage/uploads/contents/thumb/234-thumb245x150-slidesow-Mondul-Kiri-Province.jpg,Lèng Tao Waterfall,"The Lèng Tao Waterfall is located in Pouloung Village, Romanea Commune, Sèn Monorom District; 15 km from",មណ្ឌលគីរី,Mondulkiri
40,46,https://tourismcambodia.org/storage/uploads/contents/thumb/232-thumb245x150-003.jpg,Lek Pok Bras,"The Lek Pok Bras Waterfall is located in Romanea Commune, Sen Monorom District; 13 km from the provincial",មណ្ឌលគីរី,Mondulkiri
41,46,https://tourismcambodia.org/storage/uploads/contents/thumb/229-thumb245x150-ortoengloeng.jpg,Or Toeng Loeng Waterfall,"The Or Toeng Loeng Waterfall is located in Mémang Commune, Keo Seima District; 30 km away from the",មណ្ឌលគីរី,Mondulkiri
42,46,https://tourismcambodia.org/storage/uploads/contents/thumb/228-thumb245x150-leng-khin-is-mondulkiris-highest-waterfall-measuring-25m-in-the-dry-season-and-28m-in-the-rainy-season.-pha-lina.jpg,Lèng Khin Waterfall,"The Lèng Khin Waterfall is located in Pouyam Village, Sèn Monorom Commune, Oreang District; 26 km away",មណ្ឌលគីរី,Mondulkiri
43,46,https://tourismcambodia.org/storage/uploads/contents/thumb/227-thumb245x150-Forest_in_Mondulkiri.jpg,Dei Ey Community Homestay,Dei Ey lies on road 76 from Sen Monorom to Kho Ngek district. And is 46 km from Sen Monorom. Dei Ey,មណ្ឌលគីរី,Mondulkiri
44,46,https://tourismcambodia.org/storage/uploads/contents/thumb/224-thumb245x150-Phnom-Nam-Lear-3.jpg,Phnom Nam Lear Wildlife Sanctuary,"It has an area of 475 kilometer squares, 45km from the town, it is known for the beautiful scenic beauty",មណ្ឌលគីរី,Mondulkiri
45,46,https://tourismcambodia.org/storage/uploads/contents/thumb/223-thumb245x150-9552665509_0e9ddf64d5_b.jpg,Phnom Dos Kramom Resort,"The Yok Sros Phlom or Phnom Dos Kramom Resort is located in Dos Kramom Village, Sokhdom Commune,",មណ្ឌលគីរី,Mondulkiri
46,46,https://tourismcambodia.org/storage/uploads/contents/thumb/222-thumb245x150-maxresdefault.jpg,Sen Monorum Waterfall,"Locates at Sen Monorum District in five-kilometer distance from the provincial town by red soil trail, Along",មណ្ឌលគីរី,Mondulkiri
47,46,https://tourismcambodia.org/storage/uploads/contents/thumb/220-thumb245x150-P1100010.jpg,Riverside,Riverside locates at Koh Nhek District in 150-kilometer distance from the provincial town. The riverside has,មណ្ឌលគីរី,Mondulkiri
48,46,https://tourismcambodia.org/storage/uploads/contents/thumb/219-thumb245x150-shutterstock-674796343.png,Plantation of Pinetrees,Pinetrees located at Sen Monorum District in six-kilometer distances from the provincial town by the National,មណ្ឌលគីរី,Mondulkiri
49,46,https://tourismcambodia.org/storage/uploads/contents/thumb/218-thumb245x150-Chrey-Thom-Waterfall.png,Chrey Thom Waterfall,It locates at Sen Monorum District in 43-kilometer distance from the provincial town. During the dry season,មណ្ឌលគីរី,Mondulkiri
50,46,https://tourismcambodia.org/storage/uploads/contents/thumb/217-thumb245x150-shutterstock-771203974.png,Bousra Waterfall,"The Bousra Waterfall is conveniently located in Pech Chenda District, 43 kilometers from Sen Monorom. It",មណ្ឌលគីរី,Mondulkiri
51,47,,Pub Street,"Pub Street is so named because it is lined end to end on both sides by pubs, restaurants and shops.  This Centre for pubs, clubs, and bars, is filled with tourists around...",សៀមរាម,Siem Reap
52,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-28-06-50-39am-thumb245x150.jpg,Angkor Golf Resort,"It is situated in Kasekam Village, Sra Nga Commune, Siem Reap. The golf course with the 7279 miles, 18",សៀមរាម,Siem Reap
53,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-28-06-45-21am-thumb245x150.png,Angkor Silk Farm,"It is situated in Tortea Village, Knoberiel Commune, Siem Reap. The silkworm breeding and silk center has the",សៀមរាម,Siem Reap
54,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-28-06-31-30am-thumb245x150.png,Royal Garden,There is a small palace which the king stays in the garden; it is smaller if compare with the palace in Phnom,សៀមរាម,Siem Reap
55,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-28-04-45-19am-thumb245x150.png,Preah Norodom Sihanouk-Angkor Museum,"It is situated in Boeung Don Pa Village, Slakram Commune, Siem Reap. It was opened in 2008. In the",សៀមរាម,Siem Reap
56,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-28-03-49-34am-thumb245x150.png,Landmine Museum,"It is situated on the way to Banteay Srei Temple, Siem Reap. It was founded by a veteran using most of his",សៀមរាម,Siem Reap
57,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-28-03-43-16am-thumb245x150.png,War Museum,"The Museum is situated in Kacam Village of Siem Reap Province, and opening time is from 8:00 to 15:30. I",សៀមរាម,Siem Reap
58,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-28-03-27-39am-thumb245x150.png,Angkor balloon,"It is situated in road from airport to Angkor Wat, 1km west of Angkor Wat, Siem Reap. Opening time is from",សៀមរាម,Siem Reap
59,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-28-03-13-00am-thumb245x150.png,Around Siem Reap,"Tourists visit Siem Reap largely for the Angkor Archaeological Park.  However, there are much more this wonder...",សៀមរាម,Siem Reap
60,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-28-03-04-59am-thumb245x150.png,Preah Khan of Kampong Svay,"A jungle temple of many names: Preah Khan of Kampong Svay, Preah Khan of Kampong Thom and Prasat",សៀមរាម,Siem Reap
61,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-28-02-31-29am-thumb245x150.png,Lolei,"Roluos Group: Ruins of an island-temple built in the middle of a now dry baray, Indratataka, the first large-",សៀមរាម,Siem Reap
62,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-28-02-25-14am-thumb245x150.png,Preah Ko,"Roluos Group: Six towers displaying  set on a platform, all beautifully preserved carvings. Originally",សៀមរាម,Siem Reap
63,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-10-41-33am-thumb245x150.png,Bakong,"Roluos Group: The most impressive member of the Roluos Group, sitting at the center of the first Angkorian",សៀមរាម,Siem Reap
64,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-09-33-26am-thumb245x150.png,Thommanon,"Small, attractive temple in very good condition, built at the same time as Angkor Wat. The Angkor Wat style",សៀមរាម,Siem Reap
65,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-09-22-50am-thumb245x150.jpg,Thma Bay Kaek temple,"The spare remains of a brick prasat, now disappeared, leaving only a doorframe, lintel and a bit of the terrac...",សៀមរាម,Siem Reap
66,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-09-10-49am-thumb245x150.png,Terrace of the Leper King,"A double terrace wall at the north end of the Terrace of Elephants with deeply carved nagas, demons and",សៀមរាម,Siem Reap
67,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-09-00-54am-thumb245x150.png,Tep Pranam,A long walkway with a Buddha figure at the far end. Tep Pranam was originally a Buddhist shrine in the 9th,សៀមរាម,Siem Reap
68,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-08-43-11am-thumb245x150.png,Ta Som,"Small, classic Bayon-style monastic complex consisting of a relatively flat enclosure, face tower gopuras and",សៀមរាម,Siem Reap
69,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2020-08-08-10-46-22am-thumb245x150.jpg,Ta Prohm Kel,"A single small sandstone tower located opposite Angkor Wat, Ta Prohm Kel is the ruin of the temple or",សៀមរាម,Siem Reap
70,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-08-29-40am-thumb245x150.png,Ta Nei temple,"Small (55m x 47m), semi-ruined, untouristed jungle temple reminiscent of Ta Som, displaying classic",សៀមរាម,Siem Reap
71,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-08-16-34am-thumb245x150.png,Ta Keo,Towering but plainly decorated temple-mountain dedicated to Shiva. Known in its time as ‘the mountain with,សៀមរាម,Siem Reap
72,47,https://tourismcambodia.org/storage/uploads/contents/thumb/118-thumb245x150-angkor_wat_october_2006_001.jpg,Angkor Wat - Heritage of Humanity and World Wonder,"Constructed for king Suryavarman II in the early twelfth century, Angkor Wat, the best-preserved temple in Ang...",សៀមរាម,Siem Reap
73,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-07-14-54am-thumb245x150.png,Cultural Village,The Cambodian Cultural Village is designed to provide tourists with an excellent insight into the life and,សៀមរាម,Siem Reap
74,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-10-41-44am-thumb245x150.png,Barays,A ´baray´ is a water reservoir – an area of land where dikes have been raised to catch and hold water.,សៀមរាម,Siem Reap
76,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-07-38-27am-thumb245x150.png,Spean Thma,‘Spean Thma’ literally translates to ‘Stone Bridge’. Remnants of an ancient bridge over the Siem Reap River.,សៀមរាម,Siem Reap
77,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-07-32-36am-thumb245x150.png,Preah Pithu Group,Five small temples set in a quiet area opposite the Terrace of the Leper King. Most of the construction is fro...,សៀមរាម,Siem Reap
78,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-07-26-38am-thumb245x150.png,Preah Palilay,"Picturesque sandstone and laterite tower in a cool, shaded forest setting, in the area behind the Terrace of",សៀមរាម,Siem Reap
79,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-07-09-50am-thumb245x150.jpg,Prasat Top (West),"Small, ruined towers standing in a quiet section of Angkor Thom. Inscriptions indicate that the site was used",សៀមរាម,Siem Reap
80,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-07-07-01am-thumb245x150.jpg,Prasat Top (East),Angkor Thom: Architecturally unimpressive but historically important small tower. Also known as ‘Monument,សៀមរាម,Siem Reap
81,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-04-55-33am-thumb245x150.png,Prasat Suor Prat,Twelve nearly identical laterite and sandstone towers that stand opposite and parallel to the Terrace of the,សៀមរាម,Siem Reap
82,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-04-37-04am-thumb245x150.png,Prasat Prei temple,"Prasat Prei temple is small, untouristed temple ruins in a forest near Neak Pean. Remains of a gopura, the",សៀមរាម,Siem Reap
83,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-04-25-18am-thumb245x150.JPG,Prasat Bei temple,A set of three brick towers between Baksei Chamkrong and the moat of Angkor Thom near the South Gate.,សៀមរាម,Siem Reap
84,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-04-15-09am-thumb245x150.png,Phimeanakas temple,Impressive laterite and sandstone pyramid. The lack surviving carvingleaves it artistically uninteresting. But...,សៀមរាម,Siem Reap
85,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-03-22-37am-thumb245x150.png,Neak Pean,A small island temple located in the middle of the last baray (the Preah Khan Baray or Jayatataka) to be,សៀមរាម,Siem Reap
86,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-03-11-59am-thumb245x150.png,Kutisvara temple,Prasats in a severe state of ruin. Some carving visible. Kutisvara was mentioned in an inscription in connecti...,សៀមរាម,Siem Reap
87,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-03-06-24am-thumb245x150.png,Krol Ko,A small temple with a single central tower surrounded by two laterite walls. Pediments displaying the most,សៀមរាម,Siem Reap
88,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-03-00-27am-thumb245x150.png,Kleangs (North and South),"Rectangular sandstone building set opposite the Terrace of Elephants, behind the Prasat Suor Prat. ‘Kleang’",សៀមរាម,Siem Reap
89,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-02-49-31am-thumb245x150.png,Chau Say Tevoda,Chau Say Tevoda is a small temple of similar design and floor plan to that of Thommanon located across the,សៀមរាម,Siem Reap
90,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-03-21-10-28-59am-thumb245x150.jpg,Chapel of the Hospital,102 hospitals were built throughout the empire under Jayavarman VII. The hospital itself was probably,សៀមរាម,Siem Reap
91,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-10-52-11am-thumb245x150.png,Bat Chum,Trio of small brick towers on a platform with two surviving lintels in pretty good condition. Bat Chum is a,សៀមរាម,Siem Reap
92,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-10-32-57am-thumb245x150.jpg,Baphuon,"Baphuon : Huge temple-mountain in the heart of Angkor Thom. Largely collapsed and in ruined condition, the",សៀមរាម,Siem Reap
93,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-10-16-49am-thumb245x150.png,Banteay Samre,"Large, comparatively flat temple displaying distinctively Angkor Wat-style architecture and artistry. The temp...",សៀមរាម,Siem Reap
94,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-10-00-24am-thumb245x150.png,Banteay Prei,"Small, untouristed temple near Neak Pean. Similar to Ta Som in architectural/artistic style and scale. Some of",សៀមរាម,Siem Reap
95,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-09-26-36am-thumb245x150.png,Baksei Chamkrong,A towering 12-meter tall brick and laterite step-pyramid. Harshavarman I began construction or perhaps,សៀមរាម,Siem Reap
96,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-08-56-12am-thumb245x150.png,Kbal Spean,"This holy place must have been favored during the great Angkorean epoch when its waters, after having",សៀមរាម,Siem Reap
97,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-08-30-52am-thumb245x150.png,River of One-Thousand Lingas,"It is located at the foot of the mountain. Along the river of Siem Reap, there are a lot of figures of Yoni an...",សៀមរាម,Siem Reap
98,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-08-17-51am-thumb245x150.png,Pre Roup Temple,"Architecturally and artistically superior temple-mountain. Beautifully carved false doors on upper level, as w...",សៀមរាម,Siem Reap
99,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-08-10-25am-thumb245x150.png,East Mebon Temple,"East Mebon temple is a large temple-mountain-like ruin, rising three levels and crowned by five towers.",សៀមរាម,Siem Reap
100,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-07-46-26am-thumb245x150.png,Srah Srang ‘the royal bath’,"It was perhaps a chapel to Kama, God of Love. The spot would suit the temper of the strange power, terribly",សៀមរាម,Siem Reap
101,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-07-40-01am-thumb245x150.jpg,Terrace of the Elephants,The Terrace of the Elephants is part of the walled city of Angkor Thom. The terrace was used by king,សៀមរាម,Siem Reap
102,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-07-31-03am-thumb245x150.png,Kravan Temple,Built by King Harshavarman I in the early 10th century and dedicated to Hindusim.,សៀមរាម,Siem Reap
103,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-07-25-54am-thumb245x150.png,Siem Reap Night Market,"No holiday experience is complete without the thrills of shopping at a local night market; In Phnom Penh, the...",សៀមរាម,Siem Reap
104,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-04-53-17am-thumb245x150.png,Angkor National Museum,The Angkor National Museum is classified as one of Cambodia’s premier museum sites. On display are,សៀមរាម,Siem Reap
105,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-04-16-51am-thumb245x150.png,Tonle Sap,"Tonle Sap, the largest freshwater lake in Southeast Asia, is itself a natural wonder and has for centuries bee...",សៀមរាម,Siem Reap
106,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-04-01-47am-thumb245x150.jpg,Kulen Mountain National Park,The Kulen Mountain or Phnom Kulen is declared as a National Park. It is an isolated mountain massif located,សៀមរាម,Siem Reap
107,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-03-54-27am-thumb245x150.jpg,Banteay Kdei Temple,"Built in the late twelfth to early thirteenth century during the reign of Jayavarman VII, Banteay Kdei is know...",សៀមរាម,Siem Reap
108,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-03-48-24am-thumb245x150.jpg,Ta Prohm Temple,"Ta Prohm, known for the huge trees and the massive roots growing out of its wall, is believed to have been bui...",សៀមរាម,Siem Reap
109,47,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-03-38-06am-thumb245x150.jpg,Preah Khan Temple,Preah Khan was built on the site of Jayavarman VII’s victory over the invading Chams in 1191.,សៀមរាម,Siem Reap
