image_src,title,description,province,location_id,name,web_url,address_obj,ancestors,latitude,longitude,timezone,email,phone,website,write_review,ranking_data,rating,rating_image_url,num_reviews,review_rating_count,subratings,photo_count,see_all_photos,price_level,hours,amenities,cuisine,parent_brand,brand,category,subcategory,groups,styles,neighborhood_info,trip_types,awards,error,GovTourismWebsite
https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-04-01-47am-thumb245x150.jpg,Kulen Mountain National Park,The Kulen Mountain or Phnom Kulen is declared as a National Park. It is an isolated mountain massif located,Siem Reap,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,TRUE
https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-03-54-27am-thumb245x150.jpg,Banteay Kdei Temple,"Built in the late twelfth to early thirteenth century during the reign of Jayavarman VII, Banteay Kdei is know...",Siem Reap,1019825,Banteay Kdei,https://www.tripadvisor.com/Attraction_Review-g297390-d1019825-Reviews-Banteay_Kdei-Siem_Reap_Siem_Reap_Province.html?m=66827,"{'street1': 'Angkor Archaelogical Park', 'city': 'Siem Reap', 'state': 'Siem Reap Province', 'country': 'Cambodia', 'postalcode': '17000', 'address_string': 'Angkor Archaelogical Park, Siem Reap 17000 Cambodia'}","[{'level': 'Municipality', 'name': 'Siem Reap', 'location_id': '297390'}, {'level': 'Province', 'name': 'Siem Reap Province', 'location_id': '2366676'}, {'level': 'Country', 'name': 'Cambodia', 'location_id': '293939'}]",13.429945,103.898506,Asia/Phnom_Penh,Not available,Not available,Not available,https://www.tripadvisor.com/UserReview-g297390-d1019825-Banteay_Kdei-Siem_Reap_Siem_Reap_Province.html?m=66827,"{'geo_location_id': '297390', 'ranking_string': '#24 of 201 things to do in Siem Reap', 'geo_location_name': 'Siem Reap', 'ranking_out_of': '201', 'ranking': '24'}",4.5,https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-66827-5.svg,692,"{'1': '0', '2': '8', '3': '50', '4': '262', '5': '372'}",Not available,1411,https://www.tripadvisor.com/Attraction_Review-g297390-d1019825-m66827-Reviews-Banteay_Kdei-Siem_Reap_Siem_Reap_Province.html#photos,Not available,"{'periods': [{'open': {'day': 1, 'time': '0500'}, 'close': {'day': 1, 'time': '1800'}}, {'open': {'day': 2, 'time': '0500'}, 'close': {'day': 2, 'time': '1800'}}, {'open': {'day': 3, 'time': '0500'}, 'close': {'day': 3, 'time': '1800'}}, {'open': {'day': 4, 'time': '0500'}, 'close': {'day': 4, 'time': '1800'}}, {'open': {'day': 5, 'time': '0500'}, 'close': {'day': 5, 'time': '1800'}}, {'open': {'day': 6, 'time': '0500'}, 'close': {'day': 6, 'time': '1800'}}, {'open': {'day': 7, 'time': '0500'}, 'close': {'day': 7, 'time': '1800'}}], 'weekday_text': ['Monday: 05:00 - 18:00', 'Tuesday: 05:00 - 18:00', 'Wednesday: 05:00 - 18:00', 'Thursday: 05:00 - 18:00', 'Friday: 05:00 - 18:00', 'Saturday: 05:00 - 18:00', 'Sunday: 05:00 - 18:00']}",Not available,Not available,Not available,Not available,"{'name': 'attraction', 'localized_name': 'Attraction'}","[{'name': 'landmarks', 'localized_name': 'Sights & Landmarks'}, {'name': 'attractions', 'localized_name': 'Attractions'}]","[{'name': 'Sights & Landmarks', 'localized_name': 'Sights & Landmarks', 'categories': [{'name': 'Ancient Ruins', 'localized_name': 'Ancient Ruins'}, {'name': 'Architectural Buildings', 'localized_name': 'Architectural Buildings'}, {'name': 'Points of Interest & Landmarks', 'localized_name': 'Points of Interest & Landmarks'}, {'name': 'Historic Sites', 'localized_name': 'Historic Sites'}]}]",Not available,[],"[{'name': 'business', 'localized_name': 'Business', 'value': '6'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '279'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '120'}, {'name': 'family', 'localized_name': 'Family', 'value': '86'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '110'}]","[{'award_type': 'Travelers Choice', 'year': '2024', 'images': {'tiny': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2024_L.png', 'small': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2024_L.png', 'large': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2024_L.png'}, 'categories': [], 'display_name': 'Travelers Choice'}]",Not available,TRUE
https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-03-48-24am-thumb245x150.jpg,Ta Prohm Temple,"Ta Prohm, known for the huge trees and the massive roots growing out of its wall, is believed to have been bui...",Siem Reap,6385685,Ta Prohm Temple,https://www.tripadvisor.com/Attraction_Review-g297390-d6385685-Reviews-Ta_Prohm_Temple-Siem_Reap_Siem_Reap_Province.html?m=66827,"{'street1': 'Angkor Archaeological Park', 'city': 'Siem Reap', 'state': 'Siem Reap Province', 'country': 'Cambodia', 'postalcode': '21000', 'address_string': 'Angkor Archaeological Park, Siem Reap 21000 Cambodia'}","[{'level': 'Municipality', 'name': 'Siem Reap', 'location_id': '297390'}, {'level': 'Province', 'name': 'Siem Reap Province', 'location_id': '2366676'}, {'level': 'Country', 'name': 'Cambodia', 'location_id': '293939'}]",13.434903,103.88926,Asia/Phnom_Penh,Not available,Not available,Not available,https://www.tripadvisor.com/UserReview-g297390-d6385685-Ta_Prohm_Temple-Siem_Reap_Siem_Reap_Province.html?m=66827,"{'geo_location_id': '297390', 'ranking_string': '#17 of 201 things to do in Siem Reap', 'geo_location_name': 'Siem Reap', 'ranking_out_of': '201', 'ranking': '17'}",4.5,https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-66827-5.svg,219,"{'1': '1', '2': '3', '3': '18', '4': '43', '5': '154'}",Not available,659,https://www.tripadvisor.com/Attraction_Review-g297390-d6385685-m66827-Reviews-Ta_Prohm_Temple-Siem_Reap_Siem_Reap_Province.html#photos,Not available,Not available,Not available,Not available,Not available,Not available,"{'name': 'attraction', 'localized_name': 'Attraction'}","[{'name': 'landmarks', 'localized_name': 'Sights & Landmarks'}, {'name': 'attractions', 'localized_name': 'Attractions'}]","[{'name': 'Sights & Landmarks', 'localized_name': 'Sights & Landmarks', 'categories': [{'name': 'Points of Interest & Landmarks', 'localized_name': 'Points of Interest & Landmarks'}, {'name': 'Sacred & Religious Sites', 'localized_name': 'Sacred & Religious Sites'}]}]",Not available,[],"[{'name': 'business', 'localized_name': 'Business', 'value': '3'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '69'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '30'}, {'name': 'family', 'localized_name': 'Family', 'value': '23'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '49'}]","[{'award_type': 'Travelers Choice', 'year': '2024', 'images': {'tiny': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2024_L.png', 'small': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2024_L.png', 'large': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2024_L.png'}, 'categories': [], 'display_name': 'Travelers Choice'}]",Not available,TRUE
https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-22-03-38-06am-thumb245x150.jpg,Preah Khan Temple,Preah Khan was built on the site of Jayavarman VII’s victory over the invading Chams in 1191.,Siem Reap,552505,Preah Khan,https://www.tripadvisor.com/Attraction_Review-g297390-d552505-Reviews-Preah_Khan-Siem_Reap_Siem_Reap_Province.html?m=66827,"{'street1': 'Angkor Wat', 'street2': 'Angkor Archaelogical Park', 'city': 'Siem Reap', 'state': 'Siem Reap Province', 'country': 'Cambodia', 'postalcode': '17252', 'address_string': 'Angkor Wat Angkor Archaelogical Park, Siem Reap 17252 Cambodia'}","[{'level': 'Municipality', 'name': 'Siem Reap', 'location_id': '297390'}, {'level': 'Province', 'name': 'Siem Reap Province', 'location_id': '2366676'}, {'level': 'Country', 'name': 'Cambodia', 'location_id': '293939'}]",13.461878,103.872475,Asia/Phnom_Penh,Not available,Not available,Not available,https://www.tripadvisor.com/UserReview-g297390-d552505-Preah_Khan-Siem_Reap_Siem_Reap_Province.html?m=66827,"{'geo_location_id': '297390', 'ranking_string': '#18 of 201 things to do in Siem Reap', 'geo_location_name': 'Siem Reap', 'ranking_out_of': '201', 'ranking': '18'}",4.5,https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-66827-5.svg,2130,"{'1': '3', '2': '6', '3': '79', '4': '530', '5': '1512'}",Not available,2920,https://www.tripadvisor.com/Attraction_Review-g297390-d552505-m66827-Reviews-Preah_Khan-Siem_Reap_Siem_Reap_Province.html#photos,Not available,"{'periods': [{'open': {'day': 1, 'time': '0500'}, 'close': {'day': 1, 'time': '1800'}}, {'open': {'day': 2, 'time': '0500'}, 'close': {'day': 2, 'time': '1800'}}, {'open': {'day': 3, 'time': '0500'}, 'close': {'day': 3, 'time': '1800'}}, {'open': {'day': 4, 'time': '0500'}, 'close': {'day': 4, 'time': '1800'}}, {'open': {'day': 5, 'time': '0500'}, 'close': {'day': 5, 'time': '1800'}}, {'open': {'day': 6, 'time': '0500'}, 'close': {'day': 6, 'time': '1800'}}, {'open': {'day': 7, 'time': '0500'}, 'close': {'day': 7, 'time': '1800'}}], 'weekday_text': ['Monday: 05:00 - 18:00', 'Tuesday: 05:00 - 18:00', 'Wednesday: 05:00 - 18:00', 'Thursday: 05:00 - 18:00', 'Friday: 05:00 - 18:00', 'Saturday: 05:00 - 18:00', 'Sunday: 05:00 - 18:00']}",Not available,Not available,Not available,Not available,"{'name': 'attraction', 'localized_name': 'Attraction'}","[{'name': 'landmarks', 'localized_name': 'Sights & Landmarks'}, {'name': 'attractions', 'localized_name': 'Attractions'}]","[{'name': 'Sights & Landmarks', 'localized_name': 'Sights & Landmarks', 'categories': [{'name': 'Ancient Ruins', 'localized_name': 'Ancient Ruins'}]}]",Not available,[],"[{'name': 'business', 'localized_name': 'Business', 'value': '10'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '826'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '303'}, {'name': 'family', 'localized_name': 'Family', 'value': '305'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '377'}]","[{'award_type': 'Travelers Choice', 'year': '2024', 'images': {'tiny': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2024_L.png', 'small': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2024_L.png', 'large': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2024_L.png'}, 'categories': [], 'display_name': 'Travelers Choice'}, {'award_type': 'Travelers Choice', 'year': '2023', 'images': {'tiny': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2023_L.png', 'small': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2023_L.png', 'large': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2023_L.png'}, 'categories': [], 'display_name': 'Travelers Choice'}]",Not available,TRUE
https://tourismcambodia.org/storage/uploads/contents/thumb/249-thumb245x150-bakheang000.jpg,Phnom Bakheng,Phnom Bakheng was constructed more than two centuries before the Angkor Wat. It is a Hindu temple,Siem Reap,550567,Phnom Bakheng,https://www.tripadvisor.com/Attraction_Review-g297390-d550567-Reviews-Phnom_Bakheng-Siem_Reap_Siem_Reap_Province.html?m=66827,"{'street1': 'Angkor Archaeological Park', 'city': 'Siem Reap', 'state': 'Siem Reap Province', 'country': 'Cambodia', 'postalcode': '17000', 'address_string': 'Angkor Archaeological Park, Siem Reap 17000 Cambodia'}","[{'level': 'Municipality', 'name': 'Siem Reap', 'location_id': '297390'}, {'level': 'Province', 'name': 'Siem Reap Province', 'location_id': '2366676'}, {'level': 'Country', 'name': 'Cambodia', 'location_id': '293939'}]",13.42367,103.85606,Asia/Phnom_Penh,Not available,Not available,Not available,https://www.tripadvisor.com/UserReview-g297390-d550567-Phnom_Bakheng-Siem_Reap_Siem_Reap_Province.html?m=66827,"{'geo_location_id': '297390', 'ranking_string': '#59 of 201 things to do in Siem Reap', 'geo_location_name': 'Siem Reap', 'ranking_out_of': '201', 'ranking': '59'}",3.5,https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/3.5-66827-5.svg,686,"{'1': '28', '2': '51', '3': '204', '4': '249', '5': '154'}",Not available,1101,https://www.tripadvisor.com/Attraction_Review-g297390-d550567-m66827-Reviews-Phnom_Bakheng-Siem_Reap_Siem_Reap_Province.html#photos,Not available,Not available,Not available,Not available,Not available,Not available,"{'name': 'attraction', 'localized_name': 'Attraction'}","[{'name': 'landmarks', 'localized_name': 'Sights & Landmarks'}, {'name': 'attractions', 'localized_name': 'Attractions'}]","[{'name': 'Sights & Landmarks', 'localized_name': 'Sights & Landmarks', 'categories': [{'name': 'Historic Sites', 'localized_name': 'Historic Sites'}, {'name': 'Sacred & Religious Sites', 'localized_name': 'Sacred & Religious Sites'}]}]",Not available,[],"[{'name': 'business', 'localized_name': 'Business', 'value': '4'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '207'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '130'}, {'name': 'family', 'localized_name': 'Family', 'value': '77'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '135'}]",[],Not available,TRUE
https://tourismcambodia.org/storage/uploads/contents/thumb/248-thumb245x150-4478067437_769f4e1fba_o.jpg,Banteay Srei Temple,"Consecrated in 967 A.D, Banteay Srei was speculated to have been known earlier as Banteay Serai, which",Siem Reap,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,TRUE
https://tourismcambodia.org/storage/uploads/contents/thumb/247-thumb245x150-Bayon-Temple-Reflection-at-Sunrise-lores.jpg,Bayon Temple,The Bayon is a richly decorated Khmer temple built in the late twelfth or early thirteenth century.,Siem Reap,552507,Bayon Temple,https://www.tripadvisor.com/Attraction_Review-g297390-d552507-Reviews-Bayon_Temple-Siem_Reap_Siem_Reap_Province.html?m=66827,"{'street1': 'Angkor Thom', 'street2': '', 'city': 'Siem Reap', 'state': 'Siem Reap Province', 'country': 'Cambodia', 'postalcode': '', 'address_string': 'Angkor Thom, Siem Reap Cambodia'}","[{'level': 'Municipality', 'name': 'Siem Reap', 'location_id': '297390'}, {'level': 'Province', 'name': 'Siem Reap Province', 'location_id': '2366676'}, {'level': 'Country', 'name': 'Cambodia', 'location_id': '293939'}]",13.44,103.8617,Asia/Phnom_Penh,Not available,Not available,Not available,https://www.tripadvisor.com/UserReview-g297390-d552507-Bayon_Temple-Siem_Reap_Siem_Reap_Province.html?m=66827,"{'geo_location_id': '297390', 'ranking_string': '#2 of 201 things to do in Siem Reap', 'geo_location_name': 'Siem Reap', 'ranking_out_of': '201', 'ranking': '2'}",5,https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/5.0-66827-5.svg,20832,"{'1': '34', '2': '26', '3': '331', '4': '3050', '5': '17390'}",Not available,14446,https://www.tripadvisor.com/Attraction_Review-g297390-d552507-m66827-Reviews-Bayon_Temple-Siem_Reap_Siem_Reap_Province.html#photos,Not available,"{'periods': [{'open': {'day': 1, 'time': '0500'}, 'close': {'day': 1, 'time': '1800'}}, {'open': {'day': 2, 'time': '0500'}, 'close': {'day': 2, 'time': '1800'}}, {'open': {'day': 3, 'time': '0500'}, 'close': {'day': 3, 'time': '1800'}}, {'open': {'day': 4, 'time': '0500'}, 'close': {'day': 4, 'time': '1800'}}, {'open': {'day': 5, 'time': '0500'}, 'close': {'day': 5, 'time': '1800'}}, {'open': {'day': 6, 'time': '0500'}, 'close': {'day': 6, 'time': '1800'}}, {'open': {'day': 7, 'time': '0500'}, 'close': {'day': 7, 'time': '1800'}}], 'weekday_text': ['Monday: 05:00 - 18:00', 'Tuesday: 05:00 - 18:00', 'Wednesday: 05:00 - 18:00', 'Thursday: 05:00 - 18:00', 'Friday: 05:00 - 18:00', 'Saturday: 05:00 - 18:00', 'Sunday: 05:00 - 18:00']}",Not available,Not available,Not available,Not available,"{'name': 'attraction', 'localized_name': 'Attraction'}","[{'name': 'landmarks', 'localized_name': 'Sights & Landmarks'}, {'name': 'attractions', 'localized_name': 'Attractions'}]","[{'name': 'Sights & Landmarks', 'localized_name': 'Sights & Landmarks', 'categories': [{'name': 'Ancient Ruins', 'localized_name': 'Ancient Ruins'}]}]",Not available,[],"[{'name': 'business', 'localized_name': 'Business', 'value': '195'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '7762'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '2364'}, {'name': 'family', 'localized_name': 'Family', 'value': '3214'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '4315'}]","[{'award_type': 'Travelers Choice Best of the Best', 'year': '2024', 'images': {'tiny': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_bob_2024_L.png', 'small': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_bob_2024_L.png', 'large': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_bob_2024_L.png'}, 'categories': ['TopAttractions'], 'display_name': 'Travelers Choice Best of the Best'}, {'award_type': 'Travelers Choice', 'year': '2024', 'images': {'tiny': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2024_L.png', 'small': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2024_L.png', 'large': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2024_L.png'}, 'categories': [], 'display_name': 'Travelers Choice'}, {'award_type': 'Travelers Choice', 'year': '2023', 'images': {'tiny': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2023_L.png', 'small': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2023_L.png', 'large': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2023_L.png'}, 'categories': [], 'display_name': 'Travelers Choice'}]",Not available,TRUE
https://tourismcambodia.org/storage/uploads/contents/thumb/246-thumb245x150-15600516273_07fce9fde1_o_tonemapped.jpg,Angkor Thom Temple,"Built between the late 12th and early 13th century by Jayavarman VII, the greatest king of Angkor, the 9 sq km...",Siem Reap,325215,Angkor Thom,https://www.tripadvisor.com/Attraction_Review-g297390-d325215-Reviews-Angkor_Thom-Siem_Reap_Siem_Reap_Province.html?m=66827,"{'street1': 'Angkor Wat', 'street2': '', 'city': 'Siem Reap', 'state': 'Siem Reap Province', 'country': 'Cambodia', 'postalcode': '17259', 'address_string': 'Angkor Wat, Siem Reap 17259 Cambodia'}","[{'level': 'Municipality', 'name': 'Siem Reap', 'location_id': '297390'}, {'level': 'Province', 'name': 'Siem Reap Province', 'location_id': '2366676'}, {'level': 'Country', 'name': 'Cambodia', 'location_id': '293939'}]",13.439734,103.858284,Asia/Phnom_Penh,Not available,Not available,Not available,https://www.tripadvisor.com/UserReview-g297390-d325215-Angkor_Thom-Siem_Reap_Siem_Reap_Province.html?m=66827,"{'geo_location_id': '297390', 'ranking_string': '#13 of 201 things to do in Siem Reap', 'geo_location_name': 'Siem Reap', 'ranking_out_of': '201', 'ranking': '13'}",5,https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/5.0-66827-5.svg,8647,"{'1': '9', '2': '22', '3': '200', '4': '1546', '5': '6870'}",Not available,6705,https://www.tripadvisor.com/Attraction_Review-g297390-d325215-m66827-Reviews-Angkor_Thom-Siem_Reap_Siem_Reap_Province.html#photos,Not available,"{'periods': [{'open': {'day': 1, 'time': '0500'}, 'close': {'day': 1, 'time': '1800'}}, {'open': {'day': 2, 'time': '0500'}, 'close': {'day': 2, 'time': '1800'}}, {'open': {'day': 3, 'time': '0500'}, 'close': {'day': 3, 'time': '1800'}}, {'open': {'day': 4, 'time': '0500'}, 'close': {'day': 4, 'time': '1800'}}, {'open': {'day': 5, 'time': '0500'}, 'close': {'day': 5, 'time': '1800'}}, {'open': {'day': 6, 'time': '0500'}, 'close': {'day': 6, 'time': '1800'}}, {'open': {'day': 7, 'time': '0500'}, 'close': {'day': 7, 'time': '1800'}}], 'weekday_text': ['Monday: 05:00 - 18:00', 'Tuesday: 05:00 - 18:00', 'Wednesday: 05:00 - 18:00', 'Thursday: 05:00 - 18:00', 'Friday: 05:00 - 18:00', 'Saturday: 05:00 - 18:00', 'Sunday: 05:00 - 18:00']}",Not available,Not available,Not available,Not available,"{'name': 'attraction', 'localized_name': 'Attraction'}","[{'name': 'landmarks', 'localized_name': 'Sights & Landmarks'}, {'name': 'attractions', 'localized_name': 'Attractions'}]","[{'name': 'Sights & Landmarks', 'localized_name': 'Sights & Landmarks', 'categories': [{'name': 'Historic Sites', 'localized_name': 'Historic Sites'}, {'name': 'Ancient Ruins', 'localized_name': 'Ancient Ruins'}]}]",Not available,[],"[{'name': 'business', 'localized_name': 'Business', 'value': '87'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '3322'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '969'}, {'name': 'family', 'localized_name': 'Family', 'value': '1222'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '1724'}]","[{'award_type': 'Travelers Choice', 'year': '2024', 'images': {'tiny': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2024_L.png', 'small': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2024_L.png', 'large': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2024_L.png'}, 'categories': [], 'display_name': 'Travelers Choice'}, {'award_type': 'Travelers Choice', 'year': '2023', 'images': {'tiny': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2023_L.png', 'small': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2023_L.png', 'large': 'https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2023_L.png'}, 'categories': [], 'display_name': 'Travelers Choice'}]",Not available,TRUE
https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-03-01-07-35-24am-thumb245x150.png,Koh Tang,It is quite far from the main shoreline of Preah Sihanouk province. Going there requires to stay overnight on,Preah Sihanouk,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,TRUE
https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-03-01-07-27-24am-thumb245x150.png,Koh Russei,"Koh Russei or Bamboo Island, described to be a gilt-edged crescent resting on emerald or blue water, is a",Preah Sihanouk,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,TRUE
https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-03-01-02-31-57am-thumb245x150.png,Koh Puos,Koh Puos is a quiet and undeveloped island 1 kilometer from the Lomhè Kay beach. Visitors are advised to,Preah Sihanouk,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,TRUE
https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-03-01-02-27-07am-thumb245x150.png,Koh Rong Sanlem,"It is a bit smaller than Koh Rong and situated on its south. Beautiful beaches are on the east coast, where a",Preah Sihanouk,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,TRUE
https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-28-10-05-44am-thumb245x150.png,Koh Rong,"It is situated west of the provincial coast. It offers the fantastic strand of beach on its southwest, stretch...",Preah Sihanouk,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,TRUE
https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-28-09-57-06am-thumb245x150.png,Islands,Approximately 34 islands lie within the jurisdiction of Preah Sihanouk Province. These include the larger,Preah Sihanouk,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,TRUE
https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-28-09-39-01am-thumb245x150.jpg,Wat Chhotahnean (Wat Leu),Wat Leu was constructed in 1964 and is located at the top of Sihanoukville mountain. The paintings in the,Preah Sihanouk,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,TRUE
https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-28-09-35-40am-thumb245x150.jpg,Kbal Chhay Waterfall,"The Kbal Chhay Waterfall, approximately 16km from downtown Sihanoukville on national road 4, gives visitors",Preah Sihanouk,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,TRUE
https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-28-09-26-16am-thumb245x150.png,Hawaii Beach,Hawaii Beach is peppered by thatched roofed eateries and cafés and has always been quite popular.,Preah Sihanouk,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,TRUE
https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-28-09-09-26am-thumb245x150.jpg,Lomherkay Beach,"Lomherkay Beach is also known s “Hawaii Beach, King’s Beach, South Channel Beach.” Like the other major",Preah Sihanouk,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,TRUE
